datetime,open,high,low,close,volume
2022-01-03 03:45:00+00:00,1019.2438132928464,1024.346160077627,1015.166838039675,1020.2650996789114,2143904
2022-01-03 07:45:00+00:00,1020.2650996789114,1025.3715316092362,1016.1840392801957,1021.2863860649763,1754103
2022-01-04 03:45:00+00:00,1021.2863860649763,1032.0323127879838,1017.2012405207164,1027.920630266916,340828
2022-01-04 07:45:00+00:00,1027.920630266916,1038.6930939667313,1023.8089477458484,1034.5548744688558,278860
2022-01-05 03:45:00+00:00,1034.5548744688558,1042.9878407011329,1030.4166549709803,1038.832510658499,854103
2022-01-05 07:45:00+00:00,1038.832510658499,1047.2825874355347,1034.677180615865,1043.110146848142,698812
2022-01-06 03:45:00+00:00,1043.110146848142,1047.2825874355347,1034.5572011938546,1038.7120493914204,1090267
2022-01-06 07:45:00+00:00,1038.7120493914204,1042.8668975889861,1030.17669612696,1034.3139519346987,892037
2022-01-07 03:45:00+00:00,1034.3139519346987,1042.4937598338613,1030.17669612696,1038.3403982408977,545767
2022-01-07 07:45:00+00:00,1038.3403982408977,1046.5363119252852,1034.187036647934,1042.366844547097,446536
2022-01-10 03:45:00+00:00,1042.366844547097,1046.5363119252852,1036.1052255002346,1040.2662906628861,779336
2022-01-10 07:45:00+00:00,1040.2662906628861,1044.4273558255377,1034.0130738315606,1038.1657367786754,637639
2022-01-11 03:45:00+00:00,1038.1657367786754,1042.3183997257902,1031.8881294615178,1036.0322584954997,1730262
2022-01-11 07:45:00+00:00,1036.0322584954997,1040.1763875294816,1029.763185091475,1033.8987802123243,1415669
2022-01-12 03:45:00+00:00,1033.8987802123243,1038.8981302543355,1029.763185091475,1034.75909387882,1575169
2022-01-12 07:45:00+00:00,1034.75909387882,1039.7618851754971,1030.6200575033047,1035.6194075453159,1288774
2022-01-13 03:45:00+00:00,1035.6194075453159,1039.7618851754971,1020.8144058995956,1024.9140621481883,1308441
2022-01-13 07:45:00+00:00,1024.9140621481883,1029.013718396781,1010.1518818840564,1014.2087167510606,1070543
2022-01-14 03:45:00+00:00,1014.2087167510606,1026.785658659604,1010.1518818840564,1022.6948791430319,1566390
2022-01-14 07:45:00+00:00,1022.6948791430319,1035.3057657011432,1018.6040996264597,1031.1810415350033,1281592
2022-01-17 03:45:00+00:00,1031.1810415350033,1035.3057657011432,1022.4811843500418,1026.5875344879937,2595096
2022-01-17 07:45:00+00:00,1026.5875344879937,1030.6938846259457,1017.90605133122,1021.994027440984,2123260
2022-01-18 03:45:00+00:00,1021.994027440984,1033.312545617304,1017.90605133122,1029.195762567036,1170347
2022-01-18 07:45:00+00:00,1029.195762567036,1040.5430876838602,1025.0789795167677,1036.3974976930879,957556
2022-01-19 03:45:00+00:00,1036.3974976930879,1041.68928836976,1032.2519077023155,1037.5391318423906,900122
2022-01-19 07:45:00+00:00,1037.5391318423906,1042.83548905566,1033.388975315021,1038.6807659916933,736464
2022-01-20 03:45:00+00:00,1038.6807659916933,1054.0001360562692,1034.5260429277266,1049.8009323269614,2011048
2022-01-20 07:45:00+00:00,1049.8009323269614,1065.1647830568784,1045.6017285976536,1060.9210986622295,1645403
2022-01-21 03:45:00+00:00,1060.9210986622295,1065.1647830568784,1052.0511914359033,1056.276296622393,414381
2022-01-21 07:45:00+00:00,1056.276296622393,1060.5014018088825,1047.424968604226,1051.6314945825563,339039
2022-01-24 03:45:00+00:00,1051.6314945825563,1055.8380205608867,1045.3488233896633,1049.5470114354048,2405137
2022-01-24 07:45:00+00:00,1049.5470114354048,1053.7451994811463,1043.2726781751003,1047.4625282882532,1967840
2022-01-25 03:45:00+00:00,1047.4625282882532,1054.268671891055,1043.2726781751003,1050.0683982978635,1659469
2022-01-25 07:45:00+00:00,1050.0683982978635,1056.8849653807035,1045.868124704672,1052.6742683074735,1357747
2022-01-26 03:45:00+00:00,1052.6742683074735,1056.8849653807035,1032.7081796264238,1036.855602034562,976638
2022-01-26 07:45:00+00:00,1036.855602034562,1041.0030244427003,1016.952788018604,1021.0369357616506,799068
2022-01-27 03:45:00+00:00,1021.0369357616506,1031.129058366548,1016.952788018604,1027.0209744686733,781934
2022-01-27 07:45:00+00:00,1027.0209744686733,1037.1370332283989,1022.9128905707986,1033.0050131756961,639764
2022-01-28 03:45:00+00:00,1033.0050131756961,1048.3091682830034,1028.8729931229934,1044.1326377320752,516558
2022-01-28 07:45:00+00:00,1044.1326377320752,1059.4813033376083,1039.956107181147,1055.2602622884544,422638
2022-01-31 03:45:00+00:00,1055.2602622884544,1067.8697550545692,1051.0392212393006,1063.6152938790528,728404
2022-01-31 07:45:00+00:00,1063.6152938790528,1076.2582067715298,1059.3608327035365,1071.9703254696512,595967
2022-02-01 03:45:00+00:00,1071.9703254696512,1082.024106092877,1067.6824441677727,1077.7132530805548,2744150
2022-02-01 07:45:00+00:00,1077.7132530805548,1087.790005414224,1073.4024000682325,1083.456180691458,2245214
2022-02-02 03:45:00+00:00,1083.456180691458,1087.790005414224,1078.214724733464,1082.5449043508675,500050
2022-02-02 07:45:00+00:00,1082.5449043508675,1086.875083968271,1077.3070934982356,1081.6336280102767,409132
2022-02-03 03:45:00+00:00,1081.6336280102767,1095.7172842110165,1077.3070934982356,1091.3518767041996,2352520
2022-02-03 07:45:00+00:00,1091.3518767041996,1105.474405899715,1086.9864691973828,1101.0701253981226,1924789
2022-02-04 03:45:00+00:00,1101.0701253981226,1113.8255265698535,1096.6658448965302,1109.3879746711689,1110686
2022-02-04 07:45:00+00:00,1109.3879746711689,1122.176647239992,1104.9504227724842,1117.7058239442151,908743
2022-02-07 03:45:00+00:00,1117.7058239442151,1125.3919659428525,1113.2350006484382,1120.9083326124028,990577
2022-02-07 07:45:00+00:00,1120.9083326124028,1128.6072846457128,1116.424699281953,1124.1108412805904,810472
2022-02-08 03:45:00+00:00,1124.1108412805904,1128.8314814546145,1119.614397915468,1124.3341448751141,1801495
2022-02-08 07:45:00+00:00,1124.3341448751141,1129.0556782635165,1119.8368082956138,1124.5574484696378,1473951
2022-02-09 03:45:00+00:00,1124.5574484696378,1129.0556782635165,1117.4539367555703,1121.9417035698498,1763391
2022-02-09 07:45:00+00:00,1121.9417035698498,1126.4294703841292,1114.8486548353817,1119.325958670062,1442774
2022-02-10 03:45:00+00:00,1119.325958670062,1123.8032625047422,1105.592832178541,1110.0329640346797,1966215
2022-02-10 07:45:00+00:00,1110.0329640346797,1114.4730958908185,1096.3370095217003,1100.7399693992975,1608722
2022-02-11 03:45:00+00:00,1100.7399693992975,1114.6490128271762,1096.3370095217003,1110.2081801067493,467622
2022-02-11 07:45:00+00:00,1110.2081801067493,1124.1550963774582,1105.7673473863224,1119.6763908142013,382600
2022-02-14 03:45:00+00:00,1119.6763908142013,1124.1550963774582,1098.7113461482659,1103.1238415143232,977185
2022-02-14 07:45:00+00:00,1103.1238415143232,1107.5363368803805,1082.2250070455873,1086.571292214445,799515
2022-02-15 03:45:00+00:00,1086.571292214445,1090.9175773833028,1079.6453167023758,1083.981241669052,2648130
2022-02-15 07:45:00+00:00,1083.981241669052,1088.3171666357282,1077.0656263591643,1081.391191123659,2166651
2022-02-16 03:45:00+00:00,1081.391191123659,1087.1223538516183,1077.0656263591643,1082.7911890952373,2443231
2022-02-16 07:45:00+00:00,1082.7911890952373,1088.5279518150828,1078.4600243388563,1084.1911870668155,1999007
2022-02-17 03:45:00+00:00,1084.1911870668155,1095.1469371674011,1079.8544223185481,1090.7838019595629,1005889
2022-02-17 07:45:00+00:00,1090.7838019595629,1101.7659225197197,1086.4206667517246,1097.3764168523105,823000
2022-02-18 03:45:00+00:00,1097.3764168523105,1115.3024615364197,1092.9869111849014,1110.859025434681,2581421
2022-02-18 07:45:00+00:00,1110.859025434681,1128.8390005531196,1106.415589332942,1124.3416340170513,2112072
2022-02-21 03:45:00+00:00,1124.3416340170513,1136.7396913396808,1119.844267480983,1132.2108479478893,951701
2022-02-21 07:45:00+00:00,1132.2108479478893,1144.6403821262425,1127.6820045560978,1140.0800618787275,778664
2022-02-22 03:45:00+00:00,1140.0800618787275,1144.6403821262425,1133.4273968464906,1137.9793141029022,777923
2022-02-22 07:45:00+00:00,1137.9793141029022,1142.5312313593138,1131.335052061769,1135.8785663270771,636483
2022-02-23 03:45:00+00:00,1135.8785663270771,1146.322648370394,1131.335052061769,1141.7556258669263,807485
2022-02-23 07:45:00+00:00,1141.7556258669263,1152.2232161484026,1137.1886033634585,1147.6326854067754,660670
