datetime,open,high,low,close,volume
2022-01-03 00:00:00+00:00,1019.2438132928464,1030.4866164799487,1001.4923268343871,1021.2863860649763,3898008
2022-01-04 00:00:00+00:00,1021.2863860649763,1047.9323308152514,1014.1287547671758,1034.5548744688558,619689
2022-01-05 00:00:00+00:00,1034.5548744688558,1058.6322250678836,1029.8228283674591,1043.110146848142,1552916
2022-01-06 00:00:00+00:00,1043.110146848142,1052.589607221521,1022.3306771147091,1034.3139519346987,1982305
2022-01-07 00:00:00+00:00,1034.3139519346987,1047.8110219640855,1017.2133295554468,1042.366844547097,992304
2022-01-10 00:00:00+00:00,1042.366844547097,1055.7258055165712,1020.1972335448525,1038.1657367786754,1416976
2022-01-11 00:00:00+00:00,1038.1657367786754,1042.5598525382677,1031.8795480643225,1033.8987802123243,3145932
2022-01-12 00:00:00+00:00,1033.8987802123243,1048.8326416421905,1017.2947935753522,1035.6194075453159,2863944
2022-01-13 00:00:00+00:00,1035.6194075453159,1049.2986332431815,1007.890312066811,1014.2087167510606,2378985
2022-01-14 00:00:00+00:00,1014.2087167510606,1044.7297349108687,1011.1496391471655,1031.1810415350033,2847983
2022-01-17 00:00:00+00:00,1031.1810415350033,1039.1084197729251,1015.2080242374482,1021.994027440984,4718357
2022-01-18 00:00:00+00:00,1021.994027440984,1045.238067310723,1018.6084387822542,1036.3974976930879,2127904
2022-01-19 00:00:00+00:00,1036.3974976930879,1044.9495094037577,1028.0080845468733,1038.6807659916933,1636587
2022-01-20 00:00:00+00:00,1038.6807659916933,1077.8936961000832,1028.073499498559,1060.9210986622295,3656452
2022-01-21 00:00:00+00:00,1060.9210986622295,1076.4196120823165,1032.1398622419106,1051.6314945825563,753420
2022-01-24 00:00:00+00:00,1051.6314945825563,1066.4987390557565,1029.0031004906166,1047.4625282882532,4372978
2022-01-25 00:00:00+00:00,1047.4625282882532,1073.1540291847482,1031.4440780981263,1052.6742683074735,3017217
2022-01-26 00:00:00+00:00,1052.6742683074735,1071.4640264906711,1018.1167490912684,1021.0369357616506,1775707
2022-01-27 00:00:00+00:00,1021.0369357616506,1042.4611929351547,1011.2807786325549,1033.0050131756961,1421699
2022-01-28 00:00:00+00:00,1033.0050131756961,1071.5114729406562,1025.48107784821,1055.2602622884544,939197
2022-01-31 00:00:00+00:00,1055.2602622884544,1086.1599488478398,1034.5980342725202,1071.9703254696512,1324372
2022-02-01 00:00:00+00:00,1071.9703254696512,1095.5947650613211,1052.2667087833188,1083.456180691458,4989365
2022-02-02 00:00:00+00:00,1083.456180691458,1087.4224588712393,1061.7710394662877,1081.6336280102767,909183
2022-02-03 00:00:00+00:00,1081.6336280102767,1112.4984891777485,1063.3223217597954,1101.0701253981226,4277310
2022-02-04 00:00:00+00:00,1101.0701253981226,1123.4309169189244,1084.2935464604916,1117.7058239442151,2019430
2022-02-07 00:00:00+00:00,1117.7058239442151,1142.5020873941635,1101.494116977214,1124.1108412805904,1801050
2022-02-08 00:00:00+00:00,1124.1108412805904,1141.478234364526,1111.732325499871,1124.5574484696378,3275447
2022-02-09 00:00:00+00:00,1124.5574484696378,1129.5085764747282,1105.8232080203425,1119.325958670062,3206166
2022-02-10 00:00:00+00:00,1119.325958670062,1122.3663187123493,1089.5950298815997,1100.7399693992975,3574938
2022-02-11 00:00:00+00:00,1100.7399693992975,1123.1061179520061,1089.0580504346947,1119.6763908142013,850223
2022-02-14 00:00:00+00:00,1119.6763908142013,1137.4659801820267,1082.159948663264,1086.571292214445,1776700
